"","found_taxa","worms_name","verbatim_name","gbif_name","ncbi_name","ncbi_commonname","gbif_usagekey","ncbi_uid","gbif_status","worms_aphiaid","worms_status","freshwater_only","kingdom","phylum","class","order","family","genus","compare_name","in_region"
"441","Herichthys cyanoguttatus","Herichthys cyanoguttatus","Herichthys cyanoguttatus","Herichthys cyanoguttatus","Herichthys cyanoguttatus","Rio Grande cichlid",2373136,8117,"accepted",1011453,"accepted",1,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Herichthys","Herichthys cyanoguttatus","no"
"442","Sander lucioperca","Sander lucioperca","Sander lucioperca","Sander lucioperca","Sander lucioperca","pikeperch",2382155,283035,"accepted",151308,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander lucioperca","no"
"443","Bathymaster leurolepis","Bathymaster leurolepis","Bathymaster leurolepis","Bathymaster leurolepis","Bathymaster leurolepis","smallmouth ronquil",2394456,641271,"accepted",254512,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster leurolepis","yes"
"444","Xenophthalmichthys danae","Xenophthalmichthys danae","Xenophthalmichthys danae","Xenophthalmichthys danae","Xenophthalmichthys danae",NA,2410468,1311503,"accepted",283193,"accepted",0,"Animalia","Chordata","Teleostei","Argentiniformes","Microstomatidae","Xenophthalmichthys","Xenophthalmichthys danae","no"
"445","Zaprora silenus","Zaprora silenus","Zaprora silenus","Zaprora silenus","Zaprora silenus",NA,2379450,320590,"accepted",254353,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Zaproridae","Zaprora","Zaprora silenus","yes"
"446","Taractes rubescens","Taractes rubescens","Taractes rubescens","Taractes rubescens","Taractes rubescens","pomfret",5208058,497160,"accepted",126787,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Taractes","Taractes rubescens","no"
"447","Gephyroberyx japonicus","Gephyroberyx japonicus","Gephyroberyx japonicus","Gephyroberyx japonicus","Gephyroberyx japonicus","big roughy",2357086,1522386,"accepted",272222,"accepted",0,"Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Gephyroberyx","Gephyroberyx japonicus","no"
"448","Taractes asper","Taractes asper","Taractes asper","Taractes asper","Taractes asper","rough pomfret",5208052,302046,"accepted",126786,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Taractes","Taractes asper","yes"
"449","Sander canadensis","Sander canadensis","Sander canadensis","Sander canadensis","Sander canadensis","sauger",2382152,283034,"accepted",723270,"accepted",1,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander canadensis","no"
"450","Sander volgensis","Sander volgensis","Sander volgensis","Sander volgensis","Sander volgensis","Volga pikeperch",9733865,62729,"accepted",275312,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander volgensis","no"
"451","Lepidocybium flavobrunneum","Lepidocybium flavobrunneum","Lepidocybium flavobrunneum","Lepidocybium flavobrunneum","Lepidocybium flavobrunneum","escolar",2397724,13587,"accepted",126863,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum","yes"
"452","Gargariscus prionocephalus","Gargariscus prionocephalus","Gargariscus prionocephalus","Gargariscus prionocephalus","Gargariscus prionocephalus",NA,2334953,1188036,"accepted",280815,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Peristediidae","Gargariscus","Gargariscus prionocephalus","no"
"453","Auxis thazard","Auxis thazard","Auxis thazard","Auxis thazard","Auxis thazard","frigate tuna",4286082,13353,"accepted",127016,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis","Auxis thazard","no"
"454","Lepidotrigla sp. KAUM I 63057",NA,"Lepidotrigla sp. KAUM I 63057",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla sp. KAUM I 63057",NA
"455","Thymallus yaluensis","Thymallus yaluensis","Thymallus yaluensis","Thymallus yaluensis","Thymallus yaluensis",NA,5203982,511734,"accepted",1525505,"accepted",1,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Thymallus","Thymallus yaluensis","no"
"456","Scomberomorus cavalla","Scomberomorus cavalla","Scomberomorus cavalla","Scomberomorus cavalla","Scomberomorus cavalla","king mackerel",2374282,13679,"accepted",159340,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus cavalla","no"
"457","Achoerodus viridis","Achoerodus viridis","Achoerodus viridis","Achoerodus viridis","Achoerodus viridis",NA,2383154,241261,"accepted",279498,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Achoerodus","Achoerodus viridis","no"
"458","Favonigobius gymnauchen","Favonigobius gymnauchen","Favonigobius gymnauchen","Favonigobius gymnauchen","Favonigobius gymnauchen","sharp-nosed sand goby",2377671,435146,"accepted",280772,"accepted",0,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Favonigobius","Favonigobius gymnauchen","no"
"459","Pholis nebulosa","Pholis nebulosa","Pholis nebulosa","Pholis nebulosa","Pholis nebulosa","tidepool gunnel",5210427,283027,"accepted",273691,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis nebulosa","no"
"460","Euthynnus alletteratus","Euthynnus alletteratus","Euthynnus alletteratus","Euthynnus alletteratus","Euthynnus alletteratus","little tunny",5208565,8228,"accepted",127017,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus","Euthynnus alletteratus","no"
"461","Thysanactis dentex","Thysanactis dentex","Thysanactis dentex","Thysanactis dentex","Thysanactis dentex","broomfin dragonfish",2347141,882886,"accepted",282973,"accepted",0,"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Thysanactis","Thysanactis dentex","yes"
"462","Thysanactis sp. CBM:ZF:15563",NA,"Thysanactis sp. CBM:ZF:15563",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Thysanactis","Thysanactis sp. CBM:ZF:15563",NA
"463","Astronesthes splendidus","Astronesthes splendidus","Astronesthes splendidus","Astronesthes splendidus","Astronesthes splendidus",NA,2347044,1738808,"accepted",306683,"accepted",0,"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes splendidus","yes"
"464","Astronesthes sp. CBM DNA No. 2015-229",NA,"Astronesthes sp. CBM DNA No. 2015-229",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes sp. CBM DNA No. 2015-229",NA
"465","Stichaeopsis sp. HUMZ:198853",NA,"Stichaeopsis sp. HUMZ:198853",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Stichaeopsis","Stichaeopsis sp. HUMZ:198853",NA
"466","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus",NA,2394453,1188226,"accepted",279415,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster caeruleofasciatus","yes"
"467","Nandopsis tetracanthus","Nandopsis tetracanthus","Nandopsis tetracanthus","Nandopsis tetracanthus","Nandopsis tetracanthus","biajaca",2370536,329337,"accepted",281632,"accepted",0,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Nandopsis","Nandopsis tetracanthus","no"
"468","Hypsophrys nicaraguensis","Hypsophrys nicaraguensis","Hypsophrys nicaraguensis","Hypsophrys nicaraguensis","Hypsophrys nicaraguensis","moga",2370817,131240,"accepted",1017636,"accepted",1,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Hypsophrys","Hypsophrys nicaraguensis","no"
"469","Opostomias mitsuii","Opostomias mitsuii","Opostomias mitsuii","Opostomias mitsuii","Opostomias mitsuii",NA,2346920,1604631,"accepted",281926,"accepted",0,"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Opostomias","Opostomias mitsuii","yes"
"470","Astronesthes indopacificus","Astronesthes indopacificus","Astronesthes indopacificus","Astronesthes indopacificus","Astronesthes indopacificus",NA,2347040,1604550,"accepted",275023,"accepted",0,"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes indopacificus","no"
"471","Lumpenella longirostris","Lumpenella longirostris","Lumpenella longirostris","Lumpenella longirostris","Lumpenella longirostris","longsnout prickleback",2394845,557408,"accepted",254351,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenella","Lumpenella longirostris","yes"
"472","Gymnosarda unicolor","Gymnosarda unicolor","Gymnosarda unicolor","Gymnosarda unicolor","Gymnosarda unicolor","dogtooth tuna",2374086,372805,"accepted",219712,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Gymnosarda","Gymnosarda unicolor","no"
"473","Tetragonurus atlanticus","Tetragonurus atlanticus","Tetragonurus atlanticus","Tetragonurus atlanticus","Tetragonurus atlanticus","bigeye squaretail",5209331,1051621,"accepted",127079,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus atlanticus","yes"
"474","Katsuwonus pelamis","Katsuwonus pelamis","Katsuwonus pelamis","Katsuwonus pelamis","Katsuwonus pelamis","skipjack tuna",2374191,8226,"accepted",127018,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Katsuwonus","Katsuwonus pelamis","yes"
"475","Pareques iwamotoi","Pareques iwamotoi","Pareques iwamotoi","Pareques iwamotoi","Pareques iwamotoi",NA,2399852,3019057,"accepted",315192,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pareques","Pareques iwamotoi","no"
"476","Tetragonurus pacificus","Tetragonurus pacificus","Tetragonurus pacificus","Tetragonurus pacificus","Tetragonurus pacificus",NA,5209333,1502865,"accepted",274002,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus pacificus","no"
"477","Stichaeopsis nevelskoi","Stichaeopsis nevelskoi","Stichaeopsis nevelskoi","Stichaeopsis nevelskoi","Stichaeopsis nevelskoi",NA,2395008,1049578,"accepted",282889,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Stichaeopsis","Stichaeopsis nevelskoi","no"
"478","Lycenchelys rassi","Lycenchelys rassi","Lycenchelys rassi","Lycenchelys rassi","Lycenchelys rassi",NA,2380653,2768265,"accepted",274082,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys rassi","no"
"479","Psenes pellucidus","Psenes pellucidus","Psenes pellucidus","Psenes pellucidus","Psenes pellucidus","bluefin driftfish",2381861,316144,"accepted",126993,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Psenes","Psenes pellucidus","yes"
"480","Hypoatherina golanii","Hypoatherina golanii","Hypoatherina golanii","Hypoatherina golanii","Hypoatherina golanii","Red Sea silverside",8089977,1395007,"accepted",834910,"accepted",0,"Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina golanii","no"
"481","Gasterochisma melampus","Gasterochisma melampus","Gasterochisma melampus","Gasterochisma melampus","Gasterochisma melampus","butterfly kingfish",2374226,13537,"accepted",219709,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Gasterochisma","Gasterochisma melampus","no"
"482","Ethmalosa fimbriata","Ethmalosa fimbriata","Ethmalosa fimbriata","Ethmalosa fimbriata","Ethmalosa fimbriata","Bonga shad",2413194,297798,"accepted",280725,"accepted",0,"Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Ethmalosa","Ethmalosa fimbriata","no"
"483","Stichaeus punctatus","Stichaeus punctatus","Stichaeus punctatus","Stichaeus punctatus","Stichaeus punctatus","Arctic shanny",4284936,980344,"accepted",159819,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Stichaeus","Stichaeus punctatus","yes"
"484","Decodon pacificus","Decodon pacificus","Decodon pacificus","Decodon pacificus","Decodon pacificus","ten-tooth wrasse",5209743,1585641,"accepted",276746,"accepted",0,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Decodon","Decodon pacificus","no"
"485","Pterygotrigla hemisticta","Pterygotrigla hemisticta","Pterygotrigla hemisticta","Pterygotrigla hemisticta","Pterygotrigla hemisticta","blackspotted gurnard",2336624,1367116,"accepted",277041,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Pterygotrigla","Pterygotrigla hemisticta","no"
"486","Niphon spinosus","Niphon spinosus","Niphon spinosus","Niphon spinosus","Niphon spinosus",NA,2387966,228254,"accepted",281758,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Niphon","Niphon spinosus","no"
"487","Hypoatherina gobio",NA,"Hypoatherina gobio","Hypoatherina gobio","Hypoatherina gobio",NA,2411934,2012921,"synonym",NA,NA,NA,"Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina gobio","no"
"488","Hypoatherina temminckii","Hypoatherina temminckii","Hypoatherina temminckii","Hypoatherina temminckii","Hypoatherina temminckii","Samoan silverside",2411900,753916,"accepted",217883,"accepted",0,"Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina temminckii","no"
"489","Uaru amphiacanthoides","Uaru amphiacanthoides","Uaru amphiacanthoides","Uaru amphiacanthoides","Uaru amphiacanthoides","uaru",2371462,74137,"accepted",1020068,"accepted",1,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Uaru","Uaru amphiacanthoides","no"
"490","Caristius sp. CBM:ZF:15591",NA,"Caristius sp. CBM:ZF:15591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Teleostei","Scombriformes","Caristiidae","Caristius","Caristius sp. CBM:ZF:15591",NA
"491","Caristius macropus","Caristius macropus","Caristius macropus","Caristius macropus","Caristius macropus","bigmough manefish",2392038,740692,"accepted",126824,"accepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Caristiidae","Caristius","Caristius macropus","yes"
"492","Thorichthys meeki","Thorichthys meeki","Thorichthys meeki","Thorichthys meeki","Thorichthys meeki","firemouth cichlid",2370898,61805,"accepted",991200,"accepted",1,"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Thorichthys","Thorichthys meeki","no"
"493","Caristius fasciatus","Caristius fasciatus","Caristius groenlandicus","Caristius groenlandicus","Caristius groenlandicus","Greenland manefish",2392040,1263175,"synonym",873087,"unaccepted",0,"Animalia","Chordata","Teleostei","Scombriformes","Caristiidae","Caristius","Caristius fasciatus","no"
"494","Micrenophrys lilljeborgii","Micrenophrys lilljeborgii","Micrenophrys lilljeborgii","Micrenophrys lilljeborgii","Micrenophrys lilljeborgii",NA,2333845,2821466,"accepted",127201,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Micrenophrys","Micrenophrys lilljeborgii","no"
"495","Taurulus bubalis","Taurulus bubalis","Taurulus bubalis","Taurulus bubalis","Taurulus bubalis",NA,2334227,61643,"accepted",127204,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Taurulus","Taurulus bubalis","no"
"496","Siniperca fortis","Siniperca fortis","Siniperca fortis","Siniperca fortis","Siniperca fortis",NA,2380463,358387,"accepted",1015713,"accepted",1,"Animalia","Chordata","Teleostei","Centrarchiformes","Percichthyidae","Siniperca","Siniperca fortis","no"
"497","Eumesogrammus praecisus","Eumesogrammus praecisus","Eumesogrammus praecisus","Eumesogrammus praecisus","Eumesogrammus praecisus","fourline snakeblenny",2394920,980387,"accepted",159817,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Eumesogrammus","Eumesogrammus praecisus","yes"
"498","Opisthocentrus ocellatus","Opisthocentrus ocellatus","Opisthocentrus ocellatus","Opisthocentrus ocellatus","Opisthocentrus ocellatus","ocellated blenny",5211331,476928,"accepted",281916,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Opisthocentrus","Opisthocentrus ocellatus","no"
"499","Perca fluviatilis","Perca fluviatilis","Perca fluviatilis","Perca fluviatilis","Perca fluviatilis","European perch",8140485,8168,"accepted",151353,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Percidae","Perca","Perca fluviatilis","no"
"500","Lepidotrigla kanagashira","Lepidotrigla kanagashira","Lepidotrigla kanagashira","Lepidotrigla kanagashira","Lepidotrigla kanagashira","Lepidotrigla kanagashira Kamohara, 1936",2336685,2202272,"accepted",274896,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla kanagashira","no"
"501","Xenolumpenus longipterus","Xenolumpenus longipterus","Xenolumpenus longipterus","Xenolumpenus longipterus","Xenolumpenus longipterus",NA,5962157,1317009,"accepted",712783,"accepted",0,"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xenolumpenus","Xenolumpenus longipterus","no"
